DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,TransactionNumber,Amount,InvoiceCurrencyUnit
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378269,145.99,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378273,73,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378323,0.01,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378323,145.99,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378325,73,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378326,0.01,GBP
BIS,EPSRC,04/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378326,145.99,GBP
BIS,EPSRC,04/08/2015,Telecoms - Calls Fax & internet Costs,PSU IS,Telecoms World Plc,89381447,16.79,GBP
BIS,EPSRC,05/08/2015,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,89357428,103.44,GBP
BIS,EPSRC,05/08/2015,Other Staff Benefits,EPSRC Corporate Services,Oasis Operations Ltd,89371973,647.6,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376572,3.78,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376572,6.62,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376572,13.8,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376572,22.14,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,3.38,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,3.56,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,3.78,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,13.8,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,36.02,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89376573,36.07,GBP
BIS,EPSRC,05/08/2015,Other Programme Costs,Archer,University of Edinburgh,89377335,30787.68,GBP
BIS,EPSRC,05/08/2015,Other Programme Costs,Archer,University of Edinburgh,89377336,39294.26,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,-40.87,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,-8.17,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,30,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,30,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,30,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,30,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,89378263,119.99,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380128,51.95,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380138,112.74,GBP
BIS,EPSRC,05/08/2015,Data Storage & Recovery,Programme Delivery Infrastructure,JISC,89380180,56376,GBP
BIS,EPSRC,05/08/2015,Secondments,Chief Executive,University of Southampton,89380217,53396.5,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,JRS,Hulbert & Woodhall Print Ltd,89380230,1198.8,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380246,236.26,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380248,229.88,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380254,107.6,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380254,227.99,GBP
BIS,EPSRC,05/08/2015,Photocopy Costs,JRS,Oce (UK) Ltd,89380257,258.26,GBP
BIS,EPSRC,05/08/2015,Consumables,JRS,Rapid Electronics Ltd,89380260,4.74,GBP
BIS,EPSRC,05/08/2015,Consumables,JRS,Rapid Electronics Ltd,89380260,11.98,GBP
BIS,EPSRC,05/08/2015,Meetings & Catering,Programme Delivery Leaders,Imperial College London,89380430,186,GBP
BIS,EPSRC,05/08/2015,Meetings & Catering,Programme Delivery Infrastructure,Imperial College London,89380443,196.1,GBP
BIS,EPSRC,05/08/2015,Printing & Stationery,JRS,Kennedy Grinding Ltd,89381069,20.4,GBP
BIS,EPSRC,05/08/2015,Meetings & Catering,EPSRC Corporate Services,Baxter Storey Ltd,89381581,135.27,GBP
BIS,EPSRC,05/08/2015,Meetings & Catering,EPSRC Corporate Services,Baxter Storey Ltd,89381581,676.35,GBP
BIS,EPSRC,05/08/2015,T&S UK - Other Charges,Programme Delivery Digital Economy,Unspecified,89381649,2.3,GBP
BIS,EPSRC,05/08/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,89381649,11,GBP
BIS,EPSRC,05/08/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,89381649,5,GBP
BIS,EPSRC,05/08/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,89381649,8.35,GBP
BIS,EPSRC,05/08/2015,T&S Overseas - Public Transport,Admin RCUK Strategy Unit,Unspecified,89381651,5.74,GBP
BIS,EPSRC,05/08/2015,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,89381651,3.9,GBP
BIS,EPSRC,05/08/2015,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,89381651,5,GBP
BIS,EPSRC,05/08/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,89381652,34.4,GBP
BIS,EPSRC,05/08/2015,T&S UK - Accommodation,Programme Delivery Physical Sciences,Unspecified,89381653,305.85,GBP
BIS,EPSRC,05/08/2015,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,89381653,142.66,GBP
BIS,EPSRC,05/08/2015,T&S UK - Other Charges,Programme Delivery Physical Sciences,Unspecified,89381653,18,GBP
BIS,EPSRC,05/08/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,89381653,8.2,GBP
BIS,EPSRC,05/08/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,89381653,15,GBP
BIS,EPSRC,05/08/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,89381653,34.34,GBP
BIS,EPSRC,06/08/2015,Fellowships,NC ICT,Royal Academy of Engineering,89368803,106554.6,GBP
BIS,EPSRC,06/08/2015,Purchase of non capital equipment,EPSRC Corporate Services,Banner Business Services Limited,89377580,908.64,GBP
BIS,EPSRC,06/08/2015,Other Pension Deductions,Balance Sheet,Scottish Widows,89380535,53.55,GBP
BIS,EPSRC,06/08/2015,Partnership Pension Deductions,Balance Sheet,Scottish Widows,89380536,1011.26,GBP
BIS,EPSRC,06/08/2015,Voluntary Deductions,Balance Sheet,Charities Aid Foundation - GAYE,89380537,1161.66,GBP
BIS,EPSRC,06/08/2015,Voluntary Deductions,Balance Sheet,Civil Service Benevolent Fund,89380538,5,GBP
BIS,EPSRC,06/08/2015,Union Deductions,Balance Sheet,PCS Union,89380539,249.46,GBP
BIS,EPSRC,06/08/2015,Union Deductions,Balance Sheet,Prospect Union,89380540,65.74,GBP
BIS,EPSRC,06/08/2015,Partnership Pension Deductions,Balance Sheet,Standard Life Assurance Ltd,89380544,507.4,GBP
BIS,EPSRC,06/08/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,XMA Ltd,89381152,81.66,GBP
BIS,EPSRC,06/08/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,Swindon Occupational Medical Services Ltd,89382352,750,GBP
BIS,EPSRC,06/08/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,89382783,5,GBP
BIS,EPSRC,06/08/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,89382783,28.2,GBP
BIS,EPSRC,06/08/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,89382783,4,GBP
BIS,EPSRC,06/08/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,89382783,5,GBP
BIS,EPSRC,06/08/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,89382783,8.2,GBP
BIS,EPSRC,06/08/2015,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Manufacturing,Unspecified,89382784,20,GBP
BIS,EPSRC,06/08/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,89382784,10,GBP
BIS,EPSRC,06/08/2015,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,89382784,3.49,GBP
BIS,EPSRC,06/08/2015,T&S UK - Vehicle Hire,Programme Delivery Manufacturing,Unspecified,89382784,9.39,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,89383082,59.14,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,89383083,80,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383084,363.24,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89383085,66.06,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383086,173.15,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89383087,187.2,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383088,332.58,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383089,132.49,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383090,59,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383091,207,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89383092,134.2,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,89383093,53.7,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,89383094,240,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,89383095,115.3,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,89383096,160,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,89383097,137.5,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,89383098,240,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,89383099,84.5,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,89383100,240,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Programme Delivery Maths,Non Employee Expenses Supplier,89383101,89.5,GBP
BIS,EPSRC,06/08/2015,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,89383102,160,GBP
BIS,EPSRC,06/08/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,89383103,173.04,GBP
BIS,EPSRC,06/08/2015,Hardware/Software Maintenance,JRS,AMS Addressing and Mailing Solutions Ltd,89383288,1314,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076060,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076061,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076065,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076066,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076067,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076068,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,88076069,160,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,89338260,160,GBP
BIS,EPSRC,07/08/2015,Equipment Rentals Under Operating Leases,JRS,Oce (UK) Finance Ltd,89374226,230.62,GBP
BIS,EPSRC,07/08/2015,Consumables,JRS,Banner Business Services Limited,89377579,6.78,GBP
BIS,EPSRC,07/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89377581,24.05,GBP
BIS,EPSRC,07/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89377582,9.05,GBP
BIS,EPSRC,07/08/2015,Legal & Professional Services,Programme Delivery Digital Economy,Design Council,89383769,3000,GBP
BIS,EPSRC,07/08/2015,Legal & Professional Services,Programme Delivery Manufacturing,Design Council,89383769,3000,GBP
BIS,EPSRC,07/08/2015,Other Programme Costs,Archer,University of Edinburgh,89384072,126355.98,GBP
BIS,EPSRC,07/08/2015,Equipment Rentals Under Operating Leases,JRS,Oce (UK) Finance Ltd,89384173,230.62,GBP
BIS,EPSRC,07/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Hilton Hotel Swindon,89384256,125,GBP
BIS,EPSRC,07/08/2015,Telecoms - Tele/ Video conferencing,EPSRC Corporate Services,InterCall Conferencing Services Ltd,89384266,1082.81,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,89385085,320,GBP
BIS,EPSRC,07/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,89385086,320,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,83483095,-28.17,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,83483095,-5.64,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,83483095,176.4,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,89372041,-176.4,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,89372041,5.64,GBP
BIS,EPSRC,10/08/2015,Other Staff Benefits,EPSRC Corporate Services,Argos Business Solutions,89372041,28.17,GBP
BIS,EPSRC,10/08/2015,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,89374839,596.6,GBP
BIS,EPSRC,10/08/2015,UK - Professional Memberships & Subscriptions,Communications and Stakeholder Engagement,Dods Parliamentary Communications Ltd,89383912,4740,GBP
BIS,EPSRC,10/08/2015,Consumables,JRS,DENMAUR INDEPENDENT PAPERS LTD,89384604,62.99,GBP
BIS,EPSRC,10/08/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,89385343,37.68,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89385390,294.79,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89385391,160,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385392,46.1,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,89385393,160,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385394,108.45,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,89385395,160,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385396,21.3,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,89385397,160,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385398,80,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385399,27.45,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385400,62.15,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Programme Delivery Engineering,Non Employee Expenses Supplier,89385401,160,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Public Engagement with Research,Non Employee Expenses Supplier,89385402,124.98,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Public Engagement with Research,Non Employee Expenses Supplier,89385403,80,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Public Engagement with Research,Non Employee Expenses Supplier,89385404,68.5,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Public Engagement with Research,Non Employee Expenses Supplier,89385405,80,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Public Engagement with Research,Non Employee Expenses Supplier,89385406,172.75,GBP
BIS,EPSRC,10/08/2015,Fees (Including College Members),Public Engagement with Research,Non Employee Expenses Supplier,89385407,80,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Public Engagement with Research,Non Employee Expenses Supplier,89385408,26.6,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385409,206.59,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89385410,298,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89385411,202.6,GBP
BIS,EPSRC,10/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89385412,338.09,GBP
BIS,EPSRC,10/08/2015,Equipment Rentals Under Operating Leases,JRS,Oce (UK) Ltd,89385761,218.7,GBP
BIS,EPSRC,10/08/2015,Equipment Rentals Under Operating Leases,JRS,Oce (UK) Ltd,89385761,218.7,GBP
BIS,EPSRC,10/08/2015,T&S UK - Public Transport,Admin Business Innovation Director,Unspecified,89385807,36,GBP
BIS,EPSRC,10/08/2015,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,89385807,4.05,GBP
BIS,EPSRC,10/08/2015,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,89385807,5,GBP
BIS,EPSRC,10/08/2015,T&S UK - Vehicle Hire,Admin Business Innovation Director,Unspecified,89385807,24,GBP
BIS,EPSRC,11/08/2015,Recruitment Costs,Strategy,RCUK Shared Services Centre Ltd,87649069,10.8,GBP
BIS,EPSRC,11/08/2015,Recruitment Costs,Strategy,RCUK Shared Services Centre Ltd,87649069,54,GBP
BIS,EPSRC,11/08/2015,Meetings & Catering,Strategy,Calder Conference Ltd,89372430,7546.14,GBP
BIS,EPSRC,11/08/2015,International Subscriptions,NC Maths,Institut des Hautes Etudes Scientifiques,89380130,160000,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,89384930,173.45,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89384931,264.21,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89384932,89,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,89384933,84,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89384934,166.5,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89384935,198,GBP
BIS,EPSRC,11/08/2015,Non-staff travel and subsistance,Programme Delivery Engineering,Non Employee Expenses Supplier,89384936,38.7,GBP
BIS,EPSRC,11/08/2015,Consumables,JRS,Oce (UK) Ltd,89386037,898.56,GBP
BIS,EPSRC,11/08/2015,Consumables,JRS,Ricoh Uk Ltd,89386043,5924.5,GBP
BIS,EPSRC,11/08/2015,Telecoms - Calls Fax & internet Costs,Admin RCUK Strategy Unit,Powwow,89386091,23.63,GBP
BIS,EPSRC,11/08/2015,Consumables,JRS,Antalis McNaughton Limited,89386286,284.45,GBP
BIS,EPSRC,11/08/2015,T&S UK - Accommodation,Programme Delivery Digital Economy,Jurys Inns Group Ltd,89387132,-12.17,GBP
BIS,EPSRC,11/08/2015,T&S UK - Accommodation,Programme Delivery Digital Economy,Jurys Inns Group Ltd,89387132,-2.43,GBP
